variable_name,CONSIGN,event_definition,coding_system,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_rounding_issue,code_issue_dot,code,event_match_name
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dilated cardiomyopathy due to familial storage disease (disorder),,,narrow,C,CARDIOMYOPATHY,COV,60514000,60514000,60514000,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dilated cardiomyopathy due to fungal myocarditis (disorder),,,narrow,C,CARDIOMYOPATHY,COV,44630002,44630002,44630002,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dilated cardiomyopathy due to granuloma (disorder),,,narrow,C,CARDIOMYOPATHY,COV,39693003,39693003,39693003,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dilated cardiomyopathy due to hemochromatosis (disorder),,,narrow,C,CARDIOMYOPATHY,COV,8209004,8209004,8209004,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dilated cardiomyopathy due to infectious disease (disorder),,,narrow,C,CARDIOMYOPATHY,COV,86194008,86194008,86194008,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dilated cardiomyopathy due to infiltration (disorder),,,narrow,C,CARDIOMYOPATHY,COV,64749001,64749001,64749001,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dilated cardiomyopathy due to lysosomal storage disease (disorder),,,narrow,C,CARDIOMYOPATHY,COV,880038008,880038008,880038008,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dilated cardiomyopathy due to malignancy (disorder),,,narrow,C,CARDIOMYOPATHY,COV,74249003,74249003,74249003,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dilated cardiomyopathy due to metabolic disorder (disorder),,,narrow,C,CARDIOMYOPATHY,COV,111285003,111285003,111285003,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dilated cardiomyopathy due to mitochondrial disease (disorder),,,narrow,C,CARDIOMYOPATHY,COV,871639003,871639003,871639003,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dilated cardiomyopathy due to mucopolysaccharidosis (disorder),,,narrow,C,CARDIOMYOPATHY,COV,86995005,86995005,86995005,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dilated cardiomyopathy due to muscular dystrophy (disorder),,,narrow,C,CARDIOMYOPATHY,COV,28869005,28869005,28869005,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dilated cardiomyopathy due to myotonic dystrophy (disorder),,,narrow,C,CARDIOMYOPATHY,COV,2816000,2816000,2816000,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dilated cardiomyopathy due to neuromuscular disorder (disorder),,,narrow,C,CARDIOMYOPATHY,COV,79152002,79152002,79152002,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dilated cardiomyopathy due to nutritional deficiency (disorder),,,narrow,C,CARDIOMYOPATHY,COV,84733009,84733009,84733009,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dilated cardiomyopathy due to parasitic myocarditis (disorder),,,narrow,C,CARDIOMYOPATHY,COV,1153452008,1153452008,1153452008,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dilated cardiomyopathy due to phytanic acid storage disease (disorder),,,narrow,C,CARDIOMYOPATHY,COV,11104006,11104006,11104006,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dilated cardiomyopathy due to polyarteritis nodosa (disorder),,,narrow,C,CARDIOMYOPATHY,COV,91604001,91604001,91604001,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dilated cardiomyopathy due to protozoan myocarditis (disorder),,,narrow,C,CARDIOMYOPATHY,COV,40532006,40532006,40532006,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dilated cardiomyopathy due to rheumatoid arthritis (disorder),,,narrow,C,CARDIOMYOPATHY,COV,21430002,21430002,21430002,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dilated cardiomyopathy due to sarcoidosis (disorder),,,narrow,C,CARDIOMYOPATHY,COV,6022005,6022005,6022005,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dilated cardiomyopathy due to systemic lupus erythematosus (disorder),,,narrow,C,CARDIOMYOPATHY,COV,36471000,36471000,36471000,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dilated cardiomyopathy due to systemic sclerosis (disorder),,,narrow,C,CARDIOMYOPATHY,COV,35719004,35719004,35719004,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dilated cardiomyopathy due to taurine deficiency (disorder),,,narrow,C,CARDIOMYOPATHY,COV,413995009,413995009,413995009,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dilated cardiomyopathy due to viral myocarditis (disorder),,,narrow,C,CARDIOMYOPATHY,COV,30496006,30496006,30496006,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dilated cardiomyopathy secondary to alcohol,C0007192,Cardiomyopathy- Alcoholic,narrow,C,CARDIOMYOPATHY,COV,83521008,83521008,83521008,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dilated cardiomyopathy secondary to amyloidosis (disorder),,,narrow,C,CARDIOMYOPATHY,COV,58629009,58629009,58629009,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dilated cardiomyopathy secondary to glycogen storage disease (disorder),,,narrow,C,CARDIOMYOPATHY,COV,58911001,58911001,58911001,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dilated cardiomyopathy with connective tissue disorder (disorder),,,narrow,C,CARDIOMYOPATHY,COV,413994008,413994008,413994008,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dilated cardiomyopathy with genetic marker (disorder),,,narrow,C,CARDIOMYOPATHY,COV,471890009,471890009,471890009,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dilated cardiomyopathy with hypergonadotropic hypogonadism syndrome (disorder),,,narrow,C,CARDIOMYOPATHY,COV,719451006,719451006,719451006,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dilated peripartum cardiomyopathy (disorder),,,narrow,C,CARDIOMYOPATHY,COV,16253001,16253001,16253001,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Diphtheritic myocarditis (disorder),,,narrow,C,CARDIOMYOPATHY,COV,26117009,26117009,26117009,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Disorder of fetal myocardium (disorder),,,narrow,C,CARDIOMYOPATHY,COV,472322002,472322002,472322002,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Disorder of myocardium associated with rejection of cardiac transplant (disorder),,,narrow,C,CARDIOMYOPATHY,COV,471851005,471851005,471851005,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Disorder of myocardium due to sickle cell hemoglobinopathy (disorder),,,narrow,C,CARDIOMYOPATHY,COV,471863000,471863000,471863000,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Drug-related myocardial necrosis syndrome (disorder),,,narrow,C,CARDIOMYOPATHY,COV,66595008,66595008,66595008,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dysfunction of right cardiac ventricle (disorder),,,narrow,C,CARDIOMYOPATHY,COV,473365008,473365008,473365008,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dysfunction of tricuspid valve papillary muscle (disorder),,,narrow,C,CARDIOMYOPATHY,COV,460599007,460599007,460599007,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Dystrophic cardiomyopathy (disorder),,,narrow,C,CARDIOMYOPATHY,COV,195032004,195032004,195032004,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Ectopic atrioventricular node tachycardia (disorder),,,narrow,C,CARDIOMYOPATHY,COV,233895000,233895000,233895000,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Encephalopathy- hypertrophic cardiomyopathy- renal tubular disease syndrome (disorder),,,narrow,C,CARDIOMYOPATHY,COV,763280005,763280005,763280005,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Endocardial fibroelastosis,C0014117,Endocardial Fibroelastosis,narrow,C,CARDIOMYOPATHY,COV,65457005,65457005,65457005,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Endocardial fibroelastosis of left atrium (disorder),,,narrow,C,CARDIOMYOPATHY,COV,253359006,253359006,253359006,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Endocardial fibroelastosis of right atrium (disorder),,,narrow,C,CARDIOMYOPATHY,COV,253348002,253348002,253348002,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Endocarditis of neoaortic valve (disorder),,,narrow,C,CARDIOMYOPATHY,COV,762539005,762539005,762539005,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Endocarditis of neopulmonary valve (disorder),,,narrow,C,CARDIOMYOPATHY,COV,762540007,762540007,762540007,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Endocarditis of prosthetic aortic valve (disorder),,,narrow,C,CARDIOMYOPATHY,COV,703189006,703189006,703189006,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Endocarditis of prosthetic mitral valve (disorder),,,narrow,C,CARDIOMYOPATHY,COV,703179007,703179007,703179007,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Endocarditis of prosthetic pulmonary valve (disorder),,,narrow,C,CARDIOMYOPATHY,COV,703191003,703191003,703191003,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Endocarditis of prosthetic tricuspid valve (disorder),,,narrow,C,CARDIOMYOPATHY,COV,703190002,703190002,703190002,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Endocarditis- valve unspecified,C0264865,Valvular endocarditis,narrow,C,CARDIOMYOPATHY,COV,195007001,195007001,195007001,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Endocarditis- valve unspecified- NOS,C0264865,Valvular endocarditis,narrow,C,CARDIOMYOPATHY,COV,195014004,195014004,195014004,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Endocarditis-RH chronic,C0264764,Rheumatic endocarditis,narrow,C,CARDIOMYOPATHY,COV,266284004,266284004,266284004,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Endomyocardial disease (disorder),,,narrow,C,CARDIOMYOPATHY,COV,8254003,8254003,8254003,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Endomyocardial fibrosis (disorder),,,narrow,C,CARDIOMYOPATHY,COV,398716006,398716006,398716006,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Enterovirus heart infection,C0153103,Enterovirus heart infection,narrow,C,CARDIOMYOPATHY,COV,46397005,46397005,46397005,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Eosinophilic myocarditis (disorder),,,narrow,C,CARDIOMYOPATHY,COV,427372006,427372006,427372006,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Familial cardiomyopathy (disorder),,,narrow,C,CARDIOMYOPATHY,COV,35728003,35728003,35728003,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Familial dilated cardiomyopathy with conduction defect due to lamin A-C mutation (disorder),,,narrow,C,CARDIOMYOPATHY,COV,766883006,766883006,766883006,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Familial isolated arrhythmogenic right ventricular dysplasia (disorder),,,narrow,C,CARDIOMYOPATHY,COV,715865008,715865008,715865008,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Familial restrictive cardiomyopathy (disorder),,,narrow,C,CARDIOMYOPATHY,COV,233878008,233878008,233878008,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Fatal infantile mitochondrial cardiomyopathy (disorder),,,narrow,C,CARDIOMYOPATHY,COV,472319004,472319004,472319004,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Fatty degeneration of heart (disorder),,,narrow,C,CARDIOMYOPATHY,COV,9909003,9909003,9909003,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Fetal biventricular dysfunction (disorder),,,narrow,C,CARDIOMYOPATHY,COV,472776004,472776004,472776004,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Fetal cardiomyopathy (disorder),,,narrow,C,CARDIOMYOPATHY,COV,472323007,472323007,472323007,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Fetal dilated cardiomyopathy (disorder),,,narrow,C,CARDIOMYOPATHY,COV,472327008,472327008,472327008,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Fetal heart failure with myocardial hypertrophy (disorder),,,narrow,C,CARDIOMYOPATHY,COV,462174007,462174007,462174007,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Fetal hypertrophic cardiomyopathy (disorder),,,narrow,C,CARDIOMYOPATHY,COV,472324001,472324001,472324001,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Fetal hypertrophic cardiomyopathy associated with renal disease (disorder),,,narrow,C,CARDIOMYOPATHY,COV,472326004,472326004,472326004,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Fetal hypertrophic cardiomyopathy due to maternal diabetes mellitus (disorder),,,narrow,C,CARDIOMYOPATHY,COV,704241002,704241002,704241002,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Fetal hypertrophic cardiomyopathy due to twin to twin transfusion syndrome (disorder),,,narrow,C,CARDIOMYOPATHY,COV,472325000,472325000,472325000,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Fetal left ventricular dysfunction (disorder),,,narrow,C,CARDIOMYOPATHY,COV,472775000,472775000,472775000,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Fetal myocarditis (disorder),,,narrow,C,CARDIOMYOPATHY,COV,472707009,472707009,472707009,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Fetal right ventricular dysfunction (disorder),,,narrow,C,CARDIOMYOPATHY,COV,472774001,472774001,472774001,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Fetal ventricular dysfunction (disorder),,,narrow,C,CARDIOMYOPATHY,COV,472773007,472773007,472773007,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Fibroid myocarditis (disorder),,,narrow,C,CARDIOMYOPATHY,COV,488007,488007,488007,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Fibrosis of cardiac pacemaker electrode (disorder),,,narrow,C,CARDIOMYOPATHY,COV,370513009,370513009,370513009,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,First degree atrioventricular block (disorder),,,narrow,C,CARDIOMYOPATHY,COV,270492004,270492004,270492004,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,First myocardial infarction (disorder),,,narrow,C,CARDIOMYOPATHY,COV,394710008,394710008,394710008,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Fungal myocarditis (disorder),,,narrow,C,CARDIOMYOPATHY,COV,233868005,233868005,233868005,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Fused mitral papillary muscles (disorder),,,narrow,C,CARDIOMYOPATHY,COV,253412003,253412003,253412003,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Fused tricuspid papillary muscle (disorder),,,narrow,C,CARDIOMYOPATHY,COV,253393005,253393005,253393005,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Generalized ischemic myocardial dysfunction,C0349782,Ischemic cardiomyopathy,narrow,C,CARDIOMYOPATHY,COV,194849004,194849004,194849004,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Giant cell myocarditis (disorder),,,narrow,C,CARDIOMYOPATHY,COV,60812006,60812006,60812006,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Gouty tophi of heart,C0268110,Gouty tophus of heart,narrow,C,CARDIOMYOPATHY,COV,190838003,190838003,190838003,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Gouty tophi of heart,C0268110,Gouty tophus of heart,narrow,C,CARDIOMYOPATHY,COV,195026009,195026009,195026009,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Gouty tophus of heart,C0268110,Gouty tophus of heart,narrow,C,CARDIOMYOPATHY,COV,27277001,27277001,27277001,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Heart failure due to thyrotoxicosis (disorder),,,narrow,C,CARDIOMYOPATHY,COV,898208007,898208007,898208007,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Heart-hand syndrome Slovenian type (disorder),,,narrow,C,CARDIOMYOPATHY,COV,721014007,721014007,721014007,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Hibernating myocardium (disorder),,,narrow,C,CARDIOMYOPATHY,COV,281093002,281093002,281093002,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,High degree second degree atrioventricular block (disorder),,,narrow,C,CARDIOMYOPATHY,COV,284941000119107,284941000119107,284941000119107,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Histiocytoid mitochondrial cardiomyopathy (disorder),,,narrow,C,CARDIOMYOPATHY,COV,472317002,472317002,472317002,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Histiocytoid mitochondrial cardiomyopathy due to cytochrome aa3 deficiency (disorder),,,narrow,C,CARDIOMYOPATHY,COV,460500001,460500001,460500001,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Hydrocephalus with endocardial fibroelastosis and cataract syndrome (disorder),,,narrow,C,CARDIOMYOPATHY,COV,721015008,721015008,721015008,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Hypertrophic cardiomyopathy,C0007194,Hypertrophic Cardiomyopathy,narrow,C,CARDIOMYOPATHY,COV,15471000,15471000,15471000,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Hypertrophic cardiomyopathy,C0007194,Hypertrophic Cardiomyopathy,narrow,C,CARDIOMYOPATHY,COV,233873004,233873004,233873004,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Hypertrophic cardiomyopathy,C0007194,Hypertrophic Cardiomyopathy,narrow,C,CARDIOMYOPATHY,COV,389998005,389998005,389998005,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Hypertrophic cardiomyopathy and renal tubular disease due to mitochondrial deoxyribonucleic acid mutation (disorder),,,narrow,C,CARDIOMYOPATHY,COV,771509001,771509001,771509001,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Hypertrophic cardiomyopathy due to Friedreich ataxia (disorder),,,narrow,C,CARDIOMYOPATHY,COV,890119003,890119003,890119003,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Hypertrophic cardiomyopathy due to disorder (disorder),,,narrow,C,CARDIOMYOPATHY,COV,890122001,890122001,890122001,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Hypertrophic cardiomyopathy due to glycogen storage disease (disorder),,,narrow,C,CARDIOMYOPATHY,COV,871638006,871638006,871638006,C_CARDIOMYOPATHY_COV
C_CARDIOMYOPATHY_COV,yes,Cardiomyopathy excl. myo and pericarditis and stress,SNOMEDCT_US,Hypertrophic cardiomyopathy due to hyperthyroidism (disorder),,,narrow,C,CARDIOMYOPATHY,COV,890121008,890121008,890121008,C_CARDIOMYOPATHY_COV
