variable_name,event_definition,coding_system,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_rounding_issue,code_issue_dot,code
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,insuficiencia respiratoria hipoxémica aguda debida a enfermedad causada por coronavirus 2 del síndrome respiratorio agudo severo (trastorno),"","",narrow,I,COVID19DX,COV,870590002,870590002,870590002
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,lesión renal aguda debida a enfermedad causada por coronavirus 2 del síndrome respiratorio agudo severo (trastorno),"","",narrow,I,COVID19DX,COV,870589006,870589006,870589006
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,linfocitopenia debida a enfermedad causada por coronavirus 2 del síndrome respiratorio agudo severo (trastorno),"","",narrow,I,COVID19DX,COV,866151004,866151004,866151004
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,miocardiopatía debida a enfermedad causada por coronavirus 2 del síndrome respiratorio agudo severo (trastorno),"","",narrow,I,COVID19DX,COV,119731000146105,119731000146105,119731000146105
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,miocarditis debida a enfermedad causada por coronavirus 2 del síndrome respiratorio agudo severo (trastorno),"","",narrow,I,COVID19DX,COV,1240531000000103,1240531000000103,1240531000000103
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,muerte súbita en paciente con enfermedad por SARS-CoV-2 (trastorno),"","",narrow,I,COVID19DX,COV,64571000122102,64571000122102,64571000122102
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,muestra de tejido procedente de paciente con infección por SARS-CoV-2 (espécimen),"","",narrow,I,COVID19DX,COV,63001000122103,63001000122103,63001000122103
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,necrosis tubular aguda renal debida a infección por SARS-CoV-2 (trastorno),"","",narrow,I,COVID19DX,COV,65641000122108,65641000122108,65641000122108
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,necrosis tubular aguda renal por infección por SARS-CoV-2 (anomalía morfológica),"","",narrow,I,COVID19DX,COV,65651000122105,65651000122105,65651000122105
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,negativización de anticuerpos contra SARS-CoV-2 tras prueba de anticuerpos con resultado positivo (hallazgo),"","",narrow,I,COVID19DX,COV,65571000122101,65571000122101,65571000122101
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,neumonía causada por coronavirus 2 del síndrome respiratorio agudo severo (trastorno),"","",narrow,I,COVID19DX,COV,882784691000119100,882784691000119100,882784691000119100
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,neumonía causada por coronavirus del síndrome respiratorio agudo grave,"","",narrow,I,COVID19DX,COV,441590008,441590008,441590008
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,neumonía causada por coronavirus humano (trastorno),"","",narrow,I,COVID19DX,COV,713084008,713084008,713084008
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,neumonía causada por el coronavirus 2 del síndrome respiratorio agudo grave (trastorno),"","",narrow,I,COVID19DX,COV,62551000122103,62551000122103,62551000122103
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,otitis media debida a enfermedad causada por coronavirus 2 del síndrome respiratorio agudo severo (trastorno),"","",narrow,I,COVID19DX,COV,1240521000000100,1240521000000100,1240521000000100
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,paciente con enfermedad por SARS-CoV-2 identificado como super-diseminador (hallazgo),"","",narrow,I,COVID19DX,COV,63941000122100,63941000122100,63941000122100
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,paciente curado tras infección COVID-19 (hallazgo),"","",narrow,I,COVID19DX,COV,63901000122102,63901000122102,63901000122102
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,parálisis de Bell asociada a COVID-19 (trastorno),"","",narrow,I,COVID19DX,COV,66391000122101,66391000122101,66391000122101
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,prueba positiva para anticuerpos contra coronavirus 2 del síndrome respiratorio agudo severo (hallazgo),"","",narrow,I,COVID19DX,COV,897034005,897034005,897034005
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,rabdomiólisis debida a enfermedad causada por coronavirus 2 del síndrome respiratorio agudo severo (trastorno),"","",narrow,I,COVID19DX,COV,870591003,870591003,870591003
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,reacción en cadena de polimerasa positiva de gen alternativo para coronavirus 2 del síndrome respiratorio agudo grave (hallazgo),"","",narrow,I,COVID19DX,COV,62541000122100,62541000122100,62541000122100
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,reacción en cadena de polimerasa positiva para coronavirus 2 del síndrome respiratorio agudo grave (hallazgo),"","",narrow,I,COVID19DX,COV,62531000122108,62531000122108,62531000122108
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,resultado de prueba ELISA para SARS-CoV-2 positivo (hallazgo),"","",narrow,I,COVID19DX,COV,64871000122104,64871000122104,64871000122104
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,resultado de prueba de anticuerpos frente a SARS-CoV-2- IgM e IgG totales positivo (hallazgo),"","",narrow,I,COVID19DX,COV,63731000122106,63731000122106,63731000122106
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,resultado de prueba de anticuerpos frente a SARS-CoV-2- IgM negativo e IgG positivo (hallazgo),"","",narrow,I,COVID19DX,COV,63711000122102,63711000122102,63711000122102
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,resultado de prueba de anticuerpos frente a SARS-CoV-2- IgM positivo e IgG negativo (hallazgo),"","",narrow,I,COVID19DX,COV,63701000122100,63701000122100,63701000122100
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,resultado de prueba de anticuerpos frente a SARS-CoV-2- IgM positivo e IgG positivo (hallazgo),"","",narrow,I,COVID19DX,COV,63721000122108,63721000122108,63721000122108
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,resultado de prueba de diagnóstico molecular para SARS-CoV-2 positivo (hallazgo),"","",narrow,I,COVID19DX,COV,64911000122101,64911000122101,64911000122101
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,resultado positivo de PCR para el gen E de SARS-CoV-2 (hallazgo),"","",narrow,I,COVID19DX,COV,63011000122100,63011000122100,63011000122100
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,resultado positivo de prueba PCR para SARS-CoV-2 en muestra de esputo (hallazgo),"","",narrow,I,COVID19DX,COV,64621000122104,64621000122104,64621000122104
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,resultado positivo de prueba PCR para SARS-CoV-2 en muestra de lavado broncoalveolar (hallazgo),"","",narrow,I,COVID19DX,COV,64641000122109,64641000122109,64641000122109
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,resultado positivo de prueba PCR para SARS-CoV-2 en muestra de saliva (hallazgo),"","",narrow,I,COVID19DX,COV,64631000122101,64631000122101,64631000122101
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,resultado positivo de prueba cualitativa de anticuerpos contra SARS-CoV-2 (hallazgo),"","",narrow,I,COVID19DX,COV,64711000122104,64711000122104,64711000122104
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,resultado positivo de prueba cuantitativa de anticuerpos contra SARS-CoV-2 (hallazgo),"","",narrow,I,COVID19DX,COV,64701000122102,64701000122102,64701000122102
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,resultado positivo de prueba de antígeno SARS-CoV-2 (hallazgo),"","",narrow,I,COVID19DX,COV,64731000122108,64731000122108,64731000122108
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,resultado positivo de prueba de anticuerpos IgA contra SARS-CoV-2 (hallazgo),"","",narrow,I,COVID19DX,COV,64681000122100,64681000122100,64681000122100
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,resultado positivo de prueba de anticuerpos IgG contra SARS-CoV-2 (hallazgo),"","",narrow,I,COVID19DX,COV,64671000122103,64671000122103,64671000122103
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,resultado positivo de prueba de anticuerpos IgM contra SARS-CoV-2 (hallazgo),"","",narrow,I,COVID19DX,COV,64661000122108,64661000122108,64661000122108
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,resultado positivo de prueba de anticuerpos contra SARS-CoV-2 (hallazgo),"","",narrow,I,COVID19DX,COV,64691000122102,64691000122102,64691000122102
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,resultado positivo de prueba de secuenciación genómica de SARS-CoV-2 (hallazgo),"","",narrow,I,COVID19DX,COV,64741000122100,64741000122100,64741000122100
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,resultado positivo de prueba ensayo de inmunoabsorción ligado a enzima para SARS-CoV-2 (hallazgo),"","",narrow,I,COVID19DX,COV,64651000122106,64651000122106,64651000122106
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,resultado positivo de prueba para ácido ribonucleico subgenómico de SARS-CoV-2 (hallazgo),"","",narrow,I,COVID19DX,COV,64611000122105,64611000122105,64611000122105
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,resultado positivo de prueba rápida para detección de anticuerpos IgM e IgG frente a SARS-CoV-2 en sangre (hallazgo),"","",narrow,I,COVID19DX,COV,63621000122102,63621000122102,63621000122102
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,resultado- caso COVID-19 todavía en seguimiento (hallazgo),"","",narrow,I,COVID19DX,COV,63511000122107,63511000122107,63511000122107
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,resultado- vivo recuperado de COVID-19 (hallazgo),"","",narrow,I,COVID19DX,COV,63471000122104,63471000122104,63471000122104
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,síndrome anti-fosfolípidos en paciente con enfermedad por SARS-CoV-2 (trastorno),"","",narrow,I,COVID19DX,COV,64171000122105,64171000122105,64171000122105
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,síndrome crónico post-COVID-19 (trastorno),"","",narrow,I,COVID19DX,COV,1119304009,1119304009,1119304009
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,síndrome de distrés respiratorio agudo debido a enfermedad causada por coronavirus 2 del síndrome respiratorio agudo severo (trastorno),"","",narrow,I,COVID19DX,COV,674814021000119106,674814021000119106,674814021000119106
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,síndrome de fatiga tras COVID-19 (hallazgo),"","",narrow,I,COVID19DX,COV,65081000122106,65081000122106,65081000122106
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,síndrome de hiperactivación de macrófagos asociado a enfermedad por SARS-CoV-2 (trastorno),"","",narrow,I,COVID19DX,COV,64161000122100,64161000122100,64161000122100
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,síndrome de intervalo Q-T largo en paciente con enfermedad por SARS-CoV-2 (tratorno),"","",narrow,I,COVID19DX,COV,63891000122101,63891000122101,63891000122101
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,síndrome de respuesta inflamatoria sistémica asociado a SARS-CoV-2 (trastorno),"","",narrow,I,COVID19DX,COV,63881000122104,63881000122104,63881000122104
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,síndrome inflamatorio multisistémico pediátrico vinculado a SARS-CoV-2 (trastorno),"","",narrow,I,COVID19DX,COV,65791000122106,65791000122106,65791000122106
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,síndrome multisistémico inflamatorio en niños (trastorno),"","",narrow,I,COVID19DX,COV,895448002,895448002,895448002
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,síndrome respiratorio agudo severo [SARS] asociado a COVID-19 (trastorno),"","",narrow,I,COVID19DX,COV,62981000122102,62981000122102,62981000122102
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,secuela de COVID-19 (hallazgo),"","",narrow,I,COVID19DX,COV,65071000122108,65071000122108,65071000122108
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,sepsis debida a enfermedad causada por coronavirus 2 del síndrome respiratorio agudo severo (trastorno),"","",narrow,I,COVID19DX,COV,870588003,870588003,870588003
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,serología positiva para COVID-19 (hallazgo),"","",narrow,I,COVID19DX,COV,62951000122108,62951000122108,62951000122108
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,tratamiento con células madre para COVID-19 (procedimiento),"","",narrow,I,COVID19DX,COV,65601000122106,65601000122106,65601000122106
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,tratamiento de COVID-19 con anticuerpos monoclonales (régimen-tratamiento),"","",narrow,I,COVID19DX,COV,65261000122109,65261000122109,65261000122109
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,tratamiento de enfermedad por SARS-CoV-2- interferón (régimen-tratamiento),"","",narrow,I,COVID19DX,COV,63951000122103,63951000122103,63951000122103
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,tratamiento de enfermedad por SARS-CoV-2- medicamentos antivirales (régimen-tratamiento),"","",narrow,I,COVID19DX,COV,63961000122101,63961000122101,63961000122101
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,tratamiento de enfermedad por SARS-CoV-2- uso combinado de antimaláricos- antirreumáticos- antirretrovirales (régimen-tratamiento),"","",narrow,I,COVID19DX,COV,63971000122106,63971000122106,63971000122106
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,tratamiento farmacológico compasivo de COVID-19 (régimen-tratamiento),"","",narrow,I,COVID19DX,COV,62931000122103,62931000122103,62931000122103
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,tratamiento farmacológico experimental de COVID-19 (régimen-tratamiento),"","",narrow,I,COVID19DX,COV,62921000122101,62921000122101,62921000122101
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,tratamiento paliativo para enfermedad por SARS-CoV-2 (régimen-tratamiento),"","",narrow,I,COVID19DX,COV,64011000122102,64011000122102,64011000122102
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,triada COVID-19- infección por SARS-CoV-2- coinfección asociada y coagulopatía (trastorno),"","",narrow,I,COVID19DX,COV,66381000122104,66381000122104,66381000122104
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,triaje secundario por nivel de gravedad en paciente con enfermedad por SARS-CoV-2 (procedimiento),"","",narrow,I,COVID19DX,COV,64031000122106,64031000122106,64031000122106
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,trombocitopenia debida a enfermedad causada por coronavirus 2 del síndrome respiratorio agudo severo (trastorno),"","",narrow,I,COVID19DX,COV,866152006,866152006,866152006
I_COVID19DX_COV,COVID19 diagnosis,SCTSPA,viremia causada por coronavirus 2 del síndrome respiratorio agudo severo (trastorno),"","",narrow,I,COVID19DX,COV,1017214008,1017214008,1017214008
I_COVID19DX_COV,COVID19 diagnosis,SNOMEDCT_US,2019 Novel Coronavirus,"","",narrow,I,COVID19DX,COV,3902339012,3902339012,3902339012
I_COVID19DX_COV,COVID19 diagnosis,SNOMEDCT_US,Acute COVID-19 infection,"","",narrow,I,COVID19DX,COV,1119302008,1119302008,1119302008
I_COVID19DX_COV,COVID19 diagnosis,SNOMEDCT_US,Acute bronchitis caused by 2019 novel coronavirus,"","",narrow,I,COVID19DX,COV,3951290018,3951290018,3951290018
I_COVID19DX_COV,COVID19 diagnosis,SNOMEDCT_US,Acute bronchitis caused by 2019-nCoV (novel coronavirus),"","",narrow,I,COVID19DX,COV,138389411000119105,138389411000119105,138389411000119105
I_COVID19DX_COV,COVID19 diagnosis,SNOMEDCT_US,Acute bronchitis caused by SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2),"","",narrow,I,COVID19DX,COV,138389411000119105,138389411000119105,138389411000119105
I_COVID19DX_COV,COVID19 diagnosis,SNOMEDCT_US,Acute hypoxemic respiratory failure due to disease caused by 2019 novel coronavirus,"","",narrow,I,COVID19DX,COV,3970767016,3970767016,3970767016
I_COVID19DX_COV,COVID19 diagnosis,SNOMEDCT_US,Acute hypoxemic respiratory failure due to disease caused by 2019-nCoV (novel coronavirus),"","",narrow,I,COVID19DX,COV,870590002,870590002,870590002
I_COVID19DX_COV,COVID19 diagnosis,SNOMEDCT_US,Acute hypoxemic respiratory failure due to disease caused by SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2),"","",narrow,I,COVID19DX,COV,870590002,870590002,870590002
I_COVID19DX_COV,COVID19 diagnosis,SNOMEDCT_US,Acute kidney injury due to disease caused by 2019 novel coronavirus,"","",narrow,I,COVID19DX,COV,3970764011,3970764011,3970764011
I_COVID19DX_COV,COVID19 diagnosis,SNOMEDCT_US,Acute kidney injury due to disease caused by 2019-nCoV (novel coronavirus),"","",narrow,I,COVID19DX,COV,870589006,870589006,870589006
I_COVID19DX_COV,COVID19 diagnosis,SNOMEDCT_US,Acute kidney injury due to disease caused by SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2),"","",narrow,I,COVID19DX,COV,870589006,870589006,870589006
I_COVID19DX_COV,COVID19 diagnosis,SNOMEDCT_US,Acute respiratory distress syndrome due to disease caused by 2019 novel coronavirus,"","",narrow,I,COVID19DX,COV,3970620012,3970620012,3970620012
I_COVID19DX_COV,COVID19 diagnosis,SNOMEDCT_US,Acute respiratory distress syndrome due to disease caused by 2019-nCoV (novel coronavirus),"","",narrow,I,COVID19DX,COV,2838181000000116,2838181000000116,2838181000000116
I_COVID19DX_COV,COVID19 diagnosis,SNOMEDCT_US,Acute respiratory distress syndrome due to disease caused by SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2),"","",narrow,I,COVID19DX,COV,674814021000119106,674814021000119106,674814021000119106
I_COVID19DX_COV,COVID19 diagnosis,SNOMEDCT_US,COVID-19,"","",narrow,I,COVID19DX,COV,3947185011,3947185011,3947185011
I_COVID19DX_COV,COVID19 diagnosis,SNOMEDCT_US,Coronavirus,C0206419,Genus- Coronavirus,narrow,I,COVID19DX,COV,243608008,243608008,243608008
I_COVID19DX_COV,COVID19 diagnosis,SNOMEDCT_US,Coronavirus,C0206419,Genus- Coronavirus,narrow,I,COVID19DX,COV,88711001,88711001,88711001
I_COVID19DX_COV,COVID19 diagnosis,SNOMEDCT_US,Coronavirus as the cause of diseases classified to other chapters,C0348984,Coronavirus as the cause of diseases classified to other chapters,narrow,I,COVID19DX,COV,186758000,186758000,186758000
I_COVID19DX_COV,COVID19 diagnosis,SNOMEDCT_US,Coronavirus as the cause of diseases classified to other chapters,C0348984,Coronavirus as the cause of diseases classified to other chapters,narrow,I,COVID19DX,COV,187587009,187587009,187587009
I_COVID19DX_COV,COVID19 diagnosis,SNOMEDCT_US,Coronavirus infection,C0206750,Coronavirus Infections,narrow,I,COVID19DX,COV,186747009,186747009,186747009
I_COVID19DX_COV,COVID19 diagnosis,SNOMEDCT_US,Disease caused by severe acute respiratory syndrome coronavirus 2,"","",narrow,I,COVID19DX,COV,3947184010,3947184010,3947184010
I_COVID19DX_COV,COVID19 diagnosis,SNOMEDCT_US,Disease caused by severe acute respiratory syndrome coronavirus 2 (disorder),"","",narrow,I,COVID19DX,COV,3947183016,3947183016,3947183016
I_COVID19DX_COV,COVID19 diagnosis,SNOMEDCT_US,Disease caused by severe acute respiratory syndrome coronavirus 2 (disorder),"","",narrow,I,COVID19DX,COV,840539006,840539006,840539006
I_COVID19DX_COV,COVID19 diagnosis,SNOMEDCT_US,SARS-CoV-2,"","",narrow,I,COVID19DX,COV,3947190014,3947190014,3947190014
I_COVID19DX_COV,COVID19 diagnosis,SNOMEDCT_US,Severe acute respiratory syndrome coronavirus 2,"","",narrow,I,COVID19DX,COV,3947191013,3947191013,3947191013
I_COVID19DX_COV,COVID19 diagnosis,SNOMEDCT_US,Severe acute respiratory syndrome coronavirus 2 (organism),"","",narrow,I,COVID19DX,COV,3947189017,3947189017,3947189017
I_COVID19DX_COV,COVID19 diagnosis,SNOMEDCT_US,Severe acute respiratory syndrome coronavirus 2 detected (finding),"","",narrow,I,COVID19DX,COV,1240581000000104,1240581000000104,1240581000000104
I_COVID19DX_COV,COVID19 diagnosis,SNOMEDCT_US,[X]Coronavirus infection- unspecified,C0206750,Coronavirus Infections,narrow,I,COVID19DX,COV,187467005,187467005,187467005
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,ICD10,Acute HIV infection syndrome,C0343752,Acute HIV infection,narrow,I,HIVNOAIDS,COV,B23.0,B23.0,B23.0
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,ICD10,Unspecified human immunodeficiency virus [HIV] disease,C0019693,HIV Infections,narrow,I,HIVNOAIDS,COV,B24,B24,B24
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,ICD10CM,Human immunodeficiency virus [HIV] disease,C0019693,HIV Infections,narrow,I,HIVNOAIDS,COV,B20,B20,B20
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,ICD10DA,Acute HIV infection syndrome,C0343752,Acute HIV infection,narrow,I,HIVNOAIDS,COV,B23.0,B230,B23.0
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,ICD10DA,Unspecified human immunodeficiency virus [HIV] disease,C0019693,HIV Infections,narrow,I,HIVNOAIDS,COV,B24,B24,B24
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,ICD9CM,Human immunodeficiency virus [HIV] disease,C0019693,HIV Infections,narrow,I,HIVNOAIDS,COV,042,042,042
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,Acquired human immunodeficiency virus infection syndrome NOS,"","",narrow,I,HIVNOAIDS,COV,287021015,287021015,287021015
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,Acute HIV infection,"","",narrow,I,HIVNOAIDS,COV,365853018,365853018,365853018
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,Acute human immunodeficiency virus seroconversion illness,"","",narrow,I,HIVNOAIDS,COV,4200801000006118,4200801000006118,4200801000006118
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,Asymptomatic HIV Infection - First Presentation,"","",narrow,I,HIVNOAIDS,COV,496781000006111,496781000006111,496781000006111
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,Asymptomatic HIV Infection - Subsequent Presentation,"","",narrow,I,HIVNOAIDS,COV,496791000006114,496791000006114,496791000006114
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,Asymptomatic HIV infection,"","",narrow,I,HIVNOAIDS,COV,3994511000006112,3994511000006112,3994511000006112
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,Asymptomatic human immunodeficiency virus infection,"","",narrow,I,HIVNOAIDS,COV,152322017,152322017,152322017
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,Dementia co-occurrent with human immunodeficiency virus infection,"","",narrow,I,HIVNOAIDS,COV,7710381000006117,7710381000006117,7710381000006117
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,H-O asymptomatic human immunodeficiency virus infection,"","",narrow,I,HIVNOAIDS,COV,11887321000006116,11887321000006116,11887321000006116
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,H-O- HIV,"","",narrow,I,HIVNOAIDS,COV,1573641000006119,1573641000006119,1573641000006119
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,HIV,"","",narrow,I,HIVNOAIDS,COV,2802031000006116,2802031000006116,2802031000006116
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,HIV (human immunodeficiency virus) 1 PCR (polymerase chain reaction),"","",narrow,I,HIVNOAIDS,COV,1786774013,1786774013,1786774013
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,HIV (human immunodeficiency virus) 1 provirus DNA (deoxyribonucleic acid) detection assay,"","",narrow,I,HIVNOAIDS,COV,1923361000006115,1923361000006115,1923361000006115
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,HIV (human immunodeficiency virus) 1 ribonucleic acid detection assay,"","",narrow,I,HIVNOAIDS,COV,1786467016,1786467016,1786467016
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,HIV (human immunodeficiency virus) disease resulting in haematological and immunological abnormalities,"","",narrow,I,HIVNOAIDS,COV,389001000006116,389001000006116,389001000006116
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,HIV (human immunodeficiency virus) drug resistance test,"","",narrow,I,HIVNOAIDS,COV,2376041000000113,2376041000000113,2376041000000113
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,HIV (human immunodeficiency virus) ribonucleic acid-deoxyribonucleic acid ratio,"","",narrow,I,HIVNOAIDS,COV,1540131000006112,1540131000006112,1540131000006112
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,HIV (human immunodeficiency virus) viral load,"","",narrow,I,HIVNOAIDS,COV,459601018,459601018,459601018
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,HIV - Human immunodeficiency virus enteropathy,"","",narrow,I,HIVNOAIDS,COV,5084691000006117,5084691000006117,5084691000006117
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,HIV - Human immunodeficiency virus infection constitutional disease,"","",narrow,I,HIVNOAIDS,COV,4742831000006112,4742831000006112,4742831000006112
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,HIV Infection With Symptoms- Not AIDS - First Presentation,"","",narrow,I,HIVNOAIDS,COV,825881000006114,825881000006114,825881000006114
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,HIV Infection With Symptoms- Not AIDS - Subsequent Presentation,"","",narrow,I,HIVNOAIDS,COV,825891000006112,825891000006112,825891000006112
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,HIV disease complicating pregnancy childbirth puerperium,"","",narrow,I,HIVNOAIDS,COV,1816791000006117,1816791000006117,1816791000006117
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,HIV disease result-haematological+immunologic abnorms-NEC,"","",narrow,I,HIVNOAIDS,COV,825731000006117,825731000006117,825731000006117
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,HIV disease resulting in multiple diseases CE,"","",narrow,I,HIVNOAIDS,COV,825791000006118,825791000006118,825791000006118
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,HIV disease resulting in wasting syndrome,"","",narrow,I,HIVNOAIDS,COV,2622348012,2622348012,2622348012
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,HIV infection,"","",narrow,I,HIVNOAIDS,COV,3904971000006113,3904971000006113,3904971000006113
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,HIV infection,"","",narrow,I,HIVNOAIDS,COV,854381000006118,854381000006118,854381000006118
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,HIV positive,"","",narrow,I,HIVNOAIDS,COV,257855012,257855012,257855012
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,HIV positive general health check service declined,"","",narrow,I,HIVNOAIDS,COV,1741791000006119,1741791000006119,1741791000006119
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,HIV proviral DNA PCR,"","",narrow,I,HIVNOAIDS,COV,8411221000006116,8411221000006116,8411221000006116
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,HIV retinopathy,"","",narrow,I,HIVNOAIDS,COV,6972261000006119,6972261000006119,6972261000006119
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,HIV viral load,"","",narrow,I,HIVNOAIDS,COV,6054511000006115,6054511000006115,6054511000006115
I_HIVNOAIDS_COV,HIV no AIDs Charlson index,MEDCODEID,HIV-1,"","",narrow,I,HIVNOAIDS,COV,3951401000006118,3951401000006118,3951401000006118
